"unique_id","indicator_id","name","measure","measure_info","geo_type_name","geo_join_id","geo_place_name","time_period","start_date","data_value","message","year"
211674,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",402,"West Queens",NA,2014-06-01,16.64,NA,"2014"
643506,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",402,"West Queens",NA,2018-12-01,24.36,NA,"2018"
172662,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",301,"Washington Heights",NA,2010-12-01,25.56,NA,"2010"
667399,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",301,"Washington Heights",NA,2020-01-01,18.08,NA,"2020"
175885,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",107,"Hunts Point - Mott Haven",NA,2009-06-01,23,NA,"2009"
176683,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",107,"Hunts Point - Mott Haven",NA,2012-12-01,21.54,NA,"2012"
740913,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",107,"Hunts Point - Mott Haven",NA,2021-01-01,18.52,NA,"2021"
175892,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",207,"East Flatbush - Flatbush",NA,2009-06-01,21.39,NA,"2009"
336531,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",207,"East Flatbush - Flatbush",NA,2014-12-01,25.7,NA,"2014"
175347,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",208,"Canarsie - Flatlands",NA,2010-12-01,26.24,NA,"2010"
175913,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",407,"Southwest Queens",NA,2009-06-01,18.59,NA,"2009"
165871,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",203,"Morrisania and Crotona (CD3)",NA,2010-12-01,30.92,NA,"2010"
167759,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",203,"Morrisania and Crotona (CD3)",NA,2012-12-01,22.32,NA,"2012"
549998,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",103,"Lower East Side and Chinatown (CD3)",NA,2017-01-01,23.65,NA,"2017"
172663,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",302,"Central Harlem - Morningside Heights",NA,2010-12-01,28.23,NA,"2010"
211670,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",302,"Central Harlem - Morningside Heights",NA,2014-06-01,19.54,NA,"2014"
336664,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",302,"Central Harlem - Morningside Heights",NA,2015-01-01,23.15,NA,"2015"
643494,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",302,"Central Harlem - Morningside Heights",NA,2018-12-01,24.69,NA,"2018"
549903,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",202,"Downtown - Heights - Slope",NA,2016-12-01,26.27,NA,"2016"
602844,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",202,"Downtown - Heights - Slope",NA,2018-06-01,16.37,NA,"2018"
602829,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",101,"Kingsbridge - Riverdale",NA,2018-06-01,11.69,NA,"2018"
549886,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",101,"Kingsbridge - Riverdale",NA,2017-06-01,13.02,NA,"2017"
211757,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",102,"Northeast Bronx",NA,2013-12-01,18.97,NA,"2013"
549889,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",102,"Northeast Bronx",NA,2017-06-01,14.37,NA,"2017"
602832,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",102,"Northeast Bronx",NA,2018-06-01,13.05,NA,"2018"
175297,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",107,"Hunts Point - Mott Haven",NA,2009-12-01,26.48,NA,"2009"
175381,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",107,"Hunts Point - Mott Haven",NA,2011-12-01,25.17,NA,"2011"
211390,375,"Nitrogen dioxide (NO2)","Mean","ppb","Borough",1,"Bronx",NA,2013-12-01,19.8,NA,"2013"
336652,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",209,"Bensonhurst - Bay Ridge",NA,2015-01-01,18.62,NA,"2015"
643482,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",209,"Bensonhurst - Bay Ridge",NA,2018-12-01,20.53,NA,"2018"
667381,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",209,"Bensonhurst - Bay Ridge",NA,2020-01-01,14.81,NA,"2020"
172593,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",211,"Williamsburg - Bushwick",NA,2008-12-01,27.13,NA,"2008"
172661,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",211,"Williamsburg - Bushwick",NA,2010-12-01,25.75,NA,"2010"
336658,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",211,"Williamsburg - Bushwick",NA,2015-01-01,21.27,NA,"2015"
211668,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",211,"Williamsburg - Bushwick",NA,2014-06-01,17,NA,"2014"
336709,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",501502,"Northern SI",NA,2015-01-01,16,NA,"2015"
643539,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",501502,"Northern SI",NA,2018-12-01,18.62,NA,"2018"
667495,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",501502,"Northern SI",NA,2020-01-01,13.11,NA,"2020"
549782,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",201,"Greenpoint",NA,2017-01-01,21.19,NA,"2017"
740916,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",201,"Greenpoint",NA,2021-01-01,20.55,NA,"2021"
175333,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",101,"Kingsbridge - Riverdale",NA,2010-12-01,25.48,NA,"2010"
175371,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",501,"Port Richmond",NA,2010-12-01,27.72,NA,"2010"
336606,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",501,"Port Richmond",NA,2014-12-01,22.69,NA,"2014"
549875,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",501,"Port Richmond",NA,2017-01-01,16.98,NA,"2017"
336744,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",108,"Upper East Side (CD8)",NA,2014-12-01,29.3,NA,"2014"
741147,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",108,"Upper East Side (CD8)",NA,2021-01-01,20.37,NA,"2021"
336750,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",110,"Central Harlem (CD10)",NA,2014-12-01,26.84,NA,"2014"
550025,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",112,"Washington Heights and Inwood (CD12)",NA,2017-01-01,20.14,NA,"2017"
165890,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",310,"Bay Ridge and Dyker Heights (CD10)",NA,2010-12-01,29.44,NA,"2010"
166657,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",310,"Bay Ridge and Dyker Heights (CD10)",NA,2009-06-01,20.38,NA,"2009"
167778,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",310,"Bay Ridge and Dyker Heights (CD10)",NA,2012-12-01,19.48,NA,"2012"
336822,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",310,"Bay Ridge and Dyker Heights (CD10)",NA,2014-12-01,25.17,NA,"2014"
741225,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",310,"Bay Ridge and Dyker Heights (CD10)",NA,2021-01-01,16.42,NA,"2021"
550097,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",312,"Borough Park (CD12)",NA,2017-01-01,19.03,NA,"2017"
741231,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",312,"Borough Park (CD12)",NA,2021-01-01,16.92,NA,"2021"
549924,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",209,"Bensonhurst - Bay Ridge",NA,2016-12-01,23.78,NA,"2016"
602865,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",209,"Bensonhurst - Bay Ridge",NA,2018-06-01,11.47,NA,"2018"
667383,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",209,"Bensonhurst - Bay Ridge",NA,2020-06-01,9.8,NA,"2020"
171607,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",211,"Williamsburg - Bushwick",NA,2009-12-01,28.63,NA,"2009"
211770,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",211,"Williamsburg - Bushwick",NA,2013-12-01,22.2,NA,"2013"
602871,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",211,"Williamsburg - Bushwick",NA,2018-06-01,15.84,NA,"2018"
549897,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",104,"Pelham - Throgs Neck",NA,2016-12-01,25.91,NA,"2016"
211777,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",403,"Flushing - Clearview",NA,2013-12-01,19.45,NA,"2013"
667437,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",403,"Flushing - Clearview",NA,2020-06-01,11.03,NA,"2020"
175303,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",206,"Borough Park",NA,2009-12-01,28.09,NA,"2009"
175387,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",206,"Borough Park",NA,2011-12-01,23.5,NA,"2011"
667221,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",310,"Lower Manhattan",NA,2020-06-01,16.58,NA,"2020"
549841,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",310,"Lower Manhattan",NA,2017-06-01,22.95,NA,"2017"
549843,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",310,"Lower Manhattan",NA,2016-12-01,30.24,NA,"2016"
549796,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",206,"Borough Park",NA,2017-06-01,13.77,NA,"2017"
549798,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",206,"Borough Park",NA,2016-12-01,25.04,NA,"2016"
175306,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",209,"Bensonhurst - Bay Ridge",NA,2009-12-01,26.54,NA,"2009"
602748,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",209,"Bensonhurst - Bay Ridge",NA,2018-06-01,11.47,NA,"2018"
175391,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",210,"Coney Island - Sheepshead Bay",NA,2011-12-01,19.46,NA,"2011"
212558,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",210,"Coney Island - Sheepshead Bay",NA,2013-12-01,17.63,NA,"2013"
175412,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",410,"Rockaways",NA,2011-12-01,15.89,NA,"2011"
549870,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",409,"Southeast Queens",NA,2016-12-01,24.02,NA,"2016"
171678,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",303,"East Harlem",NA,2011-12-01,27.76,NA,"2011"
171611,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",304,"Upper West Side",NA,2009-12-01,30.23,NA,"2009"
171633,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",203,"Bedford Stuyvesant - Crown Heights",NA,2010-12-01,32.21,NA,"2010"
172075,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",203,"Bedford Stuyvesant - Crown Heights",NA,2009-06-01,23.2,NA,"2009"
172721,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",203,"Bedford Stuyvesant - Crown Heights",NA,2012-12-01,22.28,NA,"2012"
171634,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",204,"East New York",NA,2010-12-01,30.26,NA,"2010"
336639,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",204,"East New York",NA,2014-12-01,24.99,NA,"2014"
741042,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",204,"East New York",NA,2021-01-01,16.12,NA,"2021"
172071,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",103,"Fordham - Bronx Pk",NA,2009-06-01,21.15,NA,"2009"
336624,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",103,"Fordham - Bronx Pk",NA,2014-12-01,23.33,NA,"2014"
172718,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",104,"Pelham - Throgs Neck",NA,2012-12-01,18.58,NA,"2012"
549896,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",104,"Pelham - Throgs Neck",NA,2017-01-01,18.72,NA,"2017"
741084,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",403,"Flushing - Clearview",NA,2021-01-01,15.66,NA,"2021"
172742,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",305307,"Upper East Side-Gramercy",NA,2012-12-01,32.1,NA,"2012"
172096,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",305307,"Upper East Side-Gramercy",NA,2009-06-01,35.65,NA,"2009"
741102,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",305307,"Upper East Side-Gramercy",NA,2021-01-01,21.83,NA,"2021"
172097,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",306308,"Chelsea-Village",NA,2009-06-01,35.28,NA,"2009"
336760,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",202,"Hunts Point and Longwood (CD2)",NA,2015-01-01,20.85,NA,"2015"
602688,375,"Nitrogen dioxide (NO2)","Mean","ppb","Borough",1,"Bronx",NA,2018-06-01,13.62,NA,"2018"
667029,375,"Nitrogen dioxide (NO2)","Mean","ppb","Borough",1,"Bronx",NA,2020-06-01,13.16,NA,"2020"
179273,375,"Nitrogen dioxide (NO2)","Mean","ppb","Borough",1,"Bronx",NA,2009-12-01,24.39,NA,"2009"
549745,375,"Nitrogen dioxide (NO2)","Mean","ppb","Borough",1,"Bronx",NA,2017-06-01,14.97,NA,"2017"
179284,375,"Nitrogen dioxide (NO2)","Mean","ppb","Borough",2,"Brooklyn",NA,2011-12-01,23.5,NA,"2011"
667035,375,"Nitrogen dioxide (NO2)","Mean","ppb","Borough",2,"Brooklyn",NA,2020-06-01,10.82,NA,"2020"
549799,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",207,"East Flatbush - Flatbush",NA,2017-06-01,13.75,NA,"2017"
212556,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",208,"Canarsie - Flatlands",NA,2013-12-01,17,NA,"2013"
549802,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",208,"Canarsie - Flatlands",NA,2017-06-01,10.26,NA,"2017"
175325,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",407,"Southwest Queens",NA,2009-12-01,26.12,NA,"2009"
549864,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",407,"Southwest Queens",NA,2016-12-01,24.86,NA,"2016"
549867,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",408,"Jamaica",NA,2016-12-01,24.81,NA,"2016"
602808,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",408,"Jamaica",NA,2018-06-01,12.77,NA,"2018"
211772,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",302,"Central Harlem - Morningside Heights",NA,2013-12-01,23.86,NA,"2013"
549934,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",302,"Central Harlem - Morningside Heights",NA,2017-06-01,18.89,NA,"2017"
549936,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",302,"Central Harlem - Morningside Heights",NA,2016-12-01,28.51,NA,"2016"
741033,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",201,"Greenpoint",NA,2021-01-01,20.55,NA,"2021"
549902,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",202,"Downtown - Heights - Slope",NA,2017-01-01,21.12,NA,"2017"
741021,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",101,"Kingsbridge - Riverdale",NA,2021-01-01,14.77,NA,"2021"
172070,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",102,"Northeast Bronx",NA,2009-06-01,17.94,NA,"2009"
171628,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",102,"Northeast Bronx",NA,2010-12-01,25.99,NA,"2010"
336621,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",102,"Northeast Bronx",NA,2014-12-01,23.37,NA,"2014"
336678,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",402,"West Queens",NA,2014-12-01,26.21,NA,"2014"
549947,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",402,"West Queens",NA,2017-01-01,20.56,NA,"2017"
741081,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",402,"West Queens",NA,2021-01-01,18.56,NA,"2021"
171642,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",301,"Washington Heights",NA,2010-12-01,30.54,NA,"2010"
167523,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",203,"Morrisania and Crotona (CD3)",NA,2008-12-01,27.71,NA,"2008"
167641,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",203,"Morrisania and Crotona (CD3)",NA,2010-12-01,25.3,NA,"2010"
167511,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",103,"Lower East Side and Chinatown (CD3)",NA,2008-12-01,31.8,NA,"2008"
213402,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",103,"Lower East Side and Chinatown (CD3)",NA,2014-06-01,21.27,NA,"2014"
667531,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",103,"Lower East Side and Chinatown (CD3)",NA,2020-01-01,19.36,NA,"2020"
212422,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",107,"Hunts Point - Mott Haven",NA,2014-06-01,16.43,NA,"2014"
643338,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",107,"Hunts Point - Mott Haven",NA,2018-12-01,24.22,NA,"2018"
179419,375,"Nitrogen dioxide (NO2)","Mean","ppb","Borough",2,"Brooklyn",NA,2008-12-01,24.11,NA,"2008"
172655,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",205,"Sunset Park",NA,2010-12-01,23.86,NA,"2010"
667459,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",409,"Southeast Queens",NA,2020-01-01,13.02,NA,"2020"
212552,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",204,"East New York",NA,2013-12-01,19.75,NA,"2013"
549790,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",204,"East New York",NA,2017-06-01,13.39,NA,"2017"
165863,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",107,"Upper West Side (CD7)",NA,2010-12-01,33.62,NA,"2010"
166630,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",107,"Upper West Side (CD7)",NA,2009-06-01,28.43,NA,"2009"
336741,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",107,"Upper West Side (CD7)",NA,2014-12-01,27.42,NA,"2014"
602853,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",205,"Sunset Park",NA,2018-06-01,14.4,NA,"2018"
549910,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",205,"Sunset Park",NA,2017-06-01,14.14,NA,"2017"
549976,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",404406,"Bayside Little Neck-Fresh Meadows",NA,2017-06-01,13.08,NA,"2017"
602919,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",404406,"Bayside Little Neck-Fresh Meadows",NA,2018-06-01,11.98,NA,"2018"
602712,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",104,"Pelham - Throgs Neck",NA,2018-06-01,12.84,NA,"2018"
667077,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",104,"Pelham - Throgs Neck",NA,2020-06-01,12.14,NA,"2020"
175392,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",211,"Williamsburg - Bushwick",NA,2011-12-01,26.68,NA,"2011"
602754,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",211,"Williamsburg - Bushwick",NA,2018-06-01,15.84,NA,"2018"
212426,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",204,"East New York",NA,2014-06-01,14.16,NA,"2014"
336642,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",205,"Sunset Park",NA,2014-12-01,25.37,NA,"2014"
549911,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",205,"Sunset Park",NA,2017-01-01,18.87,NA,"2017"
741045,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",205,"Sunset Park",NA,2021-01-01,18.03,NA,"2021"
336693,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",409,"Southeast Queens",NA,2014-12-01,22.67,NA,"2014"
667555,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",107,"Upper West Side (CD7)",NA,2020-01-01,19.63,NA,"2020"
167564,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",414,"Rockaway and Broad Channel (CD14)",NA,2008-12-01,14.55,NA,"2008"
167682,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",414,"Rockaway and Broad Channel (CD14)",NA,2010-12-01,14.15,NA,"2010"
643716,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",414,"Rockaway and Broad Channel (CD14)",NA,2018-12-01,13.88,NA,"2018"
667075,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",104,"Pelham - Throgs Neck",NA,2020-01-01,16.19,NA,"2020"
176526,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",211,"Williamsburg - Bushwick",NA,2008-12-01,27.13,NA,"2008"
176530,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",304,"Upper West Side",NA,2008-12-01,31.95,NA,"2008"
176614,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",304,"Upper West Side",NA,2010-12-01,29.3,NA,"2010"
